room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
8546976,44796871,Shared room,,Sillim-dong,1,,2,1,20,1,37.477043,126.932653,07:13.8
8762332,2008249,Shared room,,Seogye-dong,1,,4,1,13,1,37.550317,126.969425,08:47.9
5242337,18658464,Shared room,,Sangdo-dong,0,,3,1,37,1,37.495021,126.958524,30:50.4
10558470,26041564,Shared room,,Bongcheon-dong,0,,1,1,25,1,37.491659,126.947477,36:40.1
11611128,7228997,Shared room,,Bongcheon-dong,0,,3,1,15,7,37.481295,126.952429,28:00.4
2408138,11260331,Shared room,,Bon-dong,0,,2,1,30,7,37.512582,126.955951,53:10.4
4597392,21155404,Shared room,,Bongcheon-dong,5,4.5,4,1,26,1,37.479128,126.960899,29:10.2
8974834,11668477,Shared room,,Banpo-dong,1,,2,1,19,1,37.496824,126.998531,53:10.1
6373674,33131881,Shared room,,Itaewon-dong,12,4.5,4,1,10,1,37.534555,126.992383,17:16.9
2094094,10684427,Shared room,,Itaewon-dong,2,,2,1,131,1,37.53758,126.994657,25:01.0
5287788,27379798,Shared room,,Itaewon-dong,0,,8,1,15,7,37.53325,126.996965,08:52.5
10078919,51717575,Shared room,,Jamwon-dong,0,,2,1,31,1,37.511037,127.004707,19:32.3
404401,2016527,Shared room,,Itaewon-dong,2,,14,1,23,1,37.53477,126.990549,53:48.3
5065201,26139575,Shared room,,Mok-dong,0,,2,1,18,7,37.539446,126.869338,29:59.8
9087816,47075892,Shared room,,Deungchon-dong,0,,1,1,20,1,37.556566,126.854084,14:09.3
4689269,24125761,Shared room,,Donggyo-dong,0,,6,1,18,1,37.557419,126.926611,38:19.1
2516635,11677529,Shared room,,Donggyo-dong,16,4,6,1,14,1,37.556635,126.927993,22:59.5
3787522,19438902,Shared room,,Seogyo-dong,2,,16,1,23,1,37.555102,126.919847,34:58.6
3363934,14208579,Shared room,,Cheongam-dong,0,,8,1,20,2,37.535144,126.946547,15:43.5
9049734,47217916,Shared room,,Sinsu-dong,3,5,2,1,25,1,37.545702,126.937553,12:55.7
3648836,6228776,Shared room,,Hapjeong-dong,0,,1,1,22,1,37.551314,126.90928,48:45.5
2285755,11677529,Shared room,,Donggyo-dong,1,,6,1,15,1,37.558242,126.927903,53:32.8
7679596,40329866,Shared room,,Seogyo-dong,0,,6,1,55,1,37.550285,126.916232,07:25.4
11702425,6415271,Shared room,,Hapjeong-dong,0,,4,1,13,1,37.551949,126.909119,59:04.7
6856979,33442728,Shared room,,Yeonnam-dong,0,,4,1,20,1,37.557838,126.918884,15:06.4
3786660,19434189,Shared room,,Seogyo-dong,0,,6,1,14,1,37.555138,126.920413,45:42.7
679272,2805812,Shared room,,Seogyo-dong,9,4.5,6,1,13,2,37.555184,126.927115,05:16.2
10322516,51561694,Shared room,,Seogyo-dong,0,,1,1,35,1,37.555706,126.914788,18:30.7
5137880,9116568,Shared room,,Donggyo-dong,1,,5,1,15,1,37.558416,126.9263,47:23.4
5673803,2805812,Shared room,,Seogyo-dong,1,,4,1,13,1,37.555095,126.924435,40:11.8
3734013,16030293,Shared room,,Donggyo-dong,0,,5,1,123,3,37.558346,126.925027,40:47.2
6561516,31536382,Shared room,,Seogyo-dong,1,,1,1,18,1,37.554717,126.91937,27:08.6
4681733,24125761,Shared room,,Seogyo-dong,0,,2,1,26,1,37.556725,126.926782,30:42.9
10677296,23182400,Shared room,,Mok-dong,1,,2,1,16,1,37.536405,126.877242,32:13.3
1240801,6744878,Shared room,,Changjeon-dong,0,,6,1,22,1,37.553207,126.927379,10:08.2
852568,2805812,Shared room,,Donggyo-dong,19,4,6,1,13,2,37.556675,126.923098,40:26.6
7056334,27622813,Entire home/apt,,Mapo-dong,46,5,4,1,52,2,37.538666,126.944292,56:00.7
9580876,47228317,Private room,,Yeonnam-dong,3,4.5,2,1,43,1,37.559823,126.920316,55:47.4
6438517,31627642,Shared room,,Itaewon-dong,4,4.5,4,1,93,1,37.535964,126.992801,55:21.2
4512592,23275033,Private room,,Sinsu-dong,6,5,2,1,13,1,37.548865,126.939057,54:51.5
11148598,18024048,Shared room,,Sindorim-dong,0,,4,1,15,1,37.509031,126.887433,54:23.8
9722473,15125881,Entire home/apt,,Donggyo-dong,24,4.5,4,1,66,1,37.559292,126.924537,54:14.8
1887974,8513544,Entire home/apt,,Yeoksam-dong,65,5,2,1,63,2,37.498728,127.034227,54:12.0
697310,3513500,Private room,,Gaepo-dong,0,,1,1,71,1,37.484165,127.055166,53:49.6
12555903,20009084,Entire home/apt,,Hoehyeon-dong 1(il)-ga,2,,6,0,75,1,37.559385,126.980739,53:38.6
3616141,17086867,Shared room,,Bangbae-dong,0,,1,1,100,1,37.477265,127.005295,52:39.9
11420886,39769545,Entire home/apt,,Donggyo-dong,9,4.5,4,1,72,2,37.558517,126.924782,51:47.3
7389738,38677273,Entire home/apt,,Sinseol-dong,35,5,3,0,48,,37.573762,127.023357,50:29.1
13177581,25910922,Private room,,Seogyo-dong,0,,3,1,100,1,37.550769,126.922435,50:08.1
926959,3751989,Entire home/apt,,Changseong-dong,105,5,10,3,92,3,37.57934,126.9735,50:05.4
4477701,23233575,Shared room,,Bulgwang-dong,2,,6,1,13,1,37.620045,126.933569,49:53.8
8933893,42850928,Entire home/apt,,Dongja-dong,26,5,6,2,74,2,37.554636,126.969609,49:28.1
8890577,46513828,Shared room,,Itaewon-dong,0,,1,1,18,1,37.535437,126.991498,48:34.1
7605076,29494436,Shared room,,Hannam-dong,0,,8,1,20,1,37.533454,126.998045,48:06.6
1375385,3203860,Shared room,,Seogyo-dong,3,5,1,1,21,2,37.554507,126.927408,47:27.0
1700844,2403998,Shared room,,Donggyo-dong,2,,7,1,10,1,37.559769,126.92298,47:18.9
12932626,37624210,Shared room,,Cheongdam-dong,0,,1,1,22,1,37.521622,127.041329,45:43.7
10010532,6722670,Entire home/apt,,Seogyo-dong,8,5,4,0,74,1,37.555444,126.923797,44:34.9
4897279,3762699,Private room,,Gahoe-dong,1,,2,1,52,1,37.580283,126.986027,44:08.4
5657856,4055306,Entire home/apt,,Pil-dong 1(il)-ga,8,5,16,0,122,1,37.561969,126.993312,44:01.0
6339203,33009243,Shared room,,Hapjeong-dong,0,,4,1,20,1,37.548335,126.918544,01:03.5
5232311,19434189,Shared room,,Seogyo-dong,0,,4,1,14,1,37.554074,126.919066,54:07.1
3415541,9116568,Shared room,,Seogyo-dong,8,4.5,4,1,18,1,37.553739,126.926713,16:48.1
4608536,9116568,Shared room,,Donggyo-dong,5,4,2,1,23,1,37.556488,126.930709,49:13.5
9261441,23696447,Shared room,,Mullae-dong 1(il)-ga,1,,6,1,20,1,37.5104,126.89171,01:30.3
3328895,14208579,Shared room,,Cheongam-dong,3,5,6,1,20,2,37.535205,126.94581,38:47.7
7848808,41024516,Shared room,,Dohwa-dong,1,,6,1,14,1,37.540961,126.953824,02:10.3
3061190,15581604,Shared room,,Mok-dong,0,,2,1,26,1,37.526284,126.865086,39:16.7
6770320,34176865,Shared room,,Seogyo-dong,0,,1,1,22,1,37.548652,126.91967,22:04.0
682225,3475953,Shared room,,Seogyo-dong,6,4.5,4,1,18,1,37.555572,126.919392,21:27.4
4689131,24125761,Shared room,,Donggyo-dong,0,,2,1,26,1,37.558101,126.926878,20:22.0
3079530,2837449,Shared room,,Hapjeong-dong,6,4.5,1,1,26,1,37.546935,126.915563,42:41.7
4528287,23131779,Shared room,,Seogyo-dong,0,,4,1,20,1,37.549173,126.919029,02:17.5
4033198,2805812,Shared room,,Seogyo-dong,0,,6,1,13,1,37.555965,126.927163,26:00.6
4731553,22510964,Shared room,,Seogyo-dong,0,,3,1,55,1,37.550408,126.92168,20:52.3
8726190,30027647,Shared room,,Seogyo-dong,2,,1,1,13,1,37.549412,126.92148,31:56.6
6561660,31536382,Shared room,,Seogyo-dong,0,,1,1,18,1,37.55503,126.920036,55:03.4
841204,2805812,Shared room,,Seogyo-dong,10,4,16,1,13,1,37.555937,126.928754,07:18.2
1932279,9954897,Shared room,,Seogyo-dong,0,,4,1,18,1,37.55411,126.918481,14:28.0
5007768,25616525,Shared room,,Namdaemunno 5(o)-ga,0,,1,1,31,1,37.553839,126.97567,31:40.3
6349769,33079669,Shared room,,Ahyeon-dong,2,,2,1,43,3,37.552475,126.959571,22:29.1
10761750,55652615,Shared room,,Namsan-dong 2(i)-ga,0,,2,1,105,1,37.557794,126.985029,14:38.1
5007327,25616525,Shared room,,Dongja-dong,0,,1,1,31,1,37.55321,126.974393,41:14.4
12686570,67395638,Shared room,,Pirun-dong,2,,3,1,53,1,37.57629,126.969127,48:53.2
7503170,39307661,Shared room,,Neung-dong,2,,1,1,13,5,37.552784,127.086046,07:12.1
8762590,2008249,Shared room,,Cheongpa-dong 1(il)-ga,0,,3,1,13,1,37.548596,126.967943,22:01.6
6415135,2008249,Shared room,,Cheongpa-dong 1(il)-ga,0,,4,1,61,1,37.548635,126.970101,14:42.0
4827056,24853486,Shared room,,Pil-dong 3(sam)-ga,1,,6,1,87,1,37.557182,126.996114,23:36.4
9455231,20678094,Shared room,,Sajik-dong,0,,6,1,43,1,37.576951,126.966493,59:13.0
6365521,32170307,Shared room,,Namchang-dong,0,,8,1,18,1,37.557825,126.977759,19:50.5
6803879,6735364,Shared room,,Malli-dong 1(il)-ga,0,,3,1,20,1,37.557074,126.968515,03:28.1
12331482,65692242,Shared room,,Dongja-dong,1,,8,1,22,1,37.552193,126.975438,07:30.9
5007262,25616525,Shared room,,Dongja-dong,0,,1,1,33,1,37.553428,126.974819,00:25.1
11308316,42200007,Shared room,,Geumho-dong 1(il)-ga,0,,2,1,27,1,37.553081,127.027701,25:45.9
6364701,32170307,Shared room,,Namchang-dong,2,,4,1,18,1,37.557941,126.977824,10:32.0
6203049,32170307,Shared room,,Namchang-dong,0,,6,1,18,1,37.556449,126.977583,08:13.9
7195981,37682597,Shared room,,Haengdang-dong,0,,2,1,20,1,37.555158,127.028148,11:06.5
5539697,10964771,Shared room,,yongsan-dong  2(i)-ga,0,,2,1,35,1,37.544243,126.984334,05:34.3
8762472,2008249,Shared room,,Cheongpa-dong 1(il)-ga,5,4.5,3,1,13,1,37.549139,126.969774,38:12.9
5347448,27182335,Shared room,,Chungmuro 4(sa)-ga,30,4.5,6,1,16,1,37.562377,126.995415,42:51.1
7724253,34021273,Shared room,,yongsan-dong  2(i)-ga,0,,4,1,22,1,37.544197,126.982809,43:03.2
1005305,5528876,Shared room,,Geumho-dong 1(il)-ga,0,,2,1,60,1,37.551911,127.0153,14:10.1
4904183,25245338,Shared room,,Pildong 2(i)-ga,1,,6,1,19,1,37.558216,126.993681,28:40.4
6749969,7708621,Shared room,,Malli-dong 1(il)-ga,8,4,6,1,14,1,37.557081,126.968201,42:18.2
8909577,2008249,Shared room,,Seogye-dong,0,,2,1,35,1,37.550516,126.969127,31:26.9
7309284,37954578,Shared room,,Malli-dong 1(il)-ga,3,5,1,1,32,1,37.555942,126.965836,33:49.7
11331448,42200007,Shared room,,Haengdang-dong,1,,2,1,27,1,37.555523,127.039552,59:33.8
3972291,19932429,Shared room,,Guui-dong,0,,3,1,85,1,37.548079,127.091195,32:14.5
6647032,7708621,Shared room,,Bongnae-dong 2(i)-ga,3,4,6,1,20,1,37.55688,126.970015,52:26.1
6200080,2008249,Shared room,,Seogye-dong,0,,2,1,31,1,37.550565,126.969984,12:00.9
11449471,58412761,Shared room,,Seogye-dong,0,,2,1,43,1,37.553093,126.966198,45:21.9
6200368,2008249,Shared room,,Seogye-dong,1,,3,1,53,1,37.550462,126.96894,04:46.0
4968792,25616525,Shared room,,Dongja-dong,1,,1,1,29,1,37.553617,126.973755,24:48.3
10287296,50962654,Shared room,,Oksu-dong,0,,2,1,98,1,37.54164,127.011352,13:36.8
11534762,58412761,Shared room,,Malli-dong 1(il)-ga,0,,2,1,39,1,37.554739,126.967369,45:52.6
8212060,42958231,Shared room,,Dongja-dong,1,,2,1,46,1,37.552803,126.973871,35:36.5
4904089,25245338,Shared room,,Pildong 2(i)-ga,0,,5,1,24,1,37.558635,126.993377,48:02.8
9436356,19759971,Shared room,,Gwansu-dong,4,4,6,1,11,1,37.569682,126.989952,45:10.0
9602375,5354880,Shared room,,Sejongno,1,,5,1,31,2,37.577944,126.974147,56:31.7
8044295,41974491,Shared room,,Chungjeongno 3(sam)-ga,2,,4,1,13,1,37.559826,126.964217,09:42.0
2892363,7429855,Shared room,,Hoehyeon-dong 2(i)-ga,7,5,4,1,84,3,37.559577,126.981527,43:42.4
5095875,26331349,Shared room,,Yegwan-dong,0,,4,1,70,1,37.563341,126.997315,34:30.8
4192706,9181390,Shared room,,Myeongnyun 3(sam)-ga,4,4,6,1,13,1,37.585165,126.996787,33:14.6
4130099,19759971,Shared room,,Gwancheol-dong,3,5,4,1,15,1,37.568286,126.988122,28:33.1
11282978,54566861,Shared room,,Tongin-dong,1,,3,1,22,1,37.580566,126.970504,03:43.9
12812774,63488967,Shared room,,Daehyeon-dong,0,,4,1,20,2,37.558486,126.948024,50:49.9
12347399,64586502,Shared room,,Jangchung-dong 2(i)-ga,0,,2,1,27,1,37.559989,127.004245,56:54.0
12785441,19759971,Shared room,,Euljiro 3(sam)-ga,1,,2,1,13,1,37.567192,126.992773,04:52.4
395291,1656863,Shared room,,Myeongnyun 3(sam)-ga,12,5,2,1,35,1,37.583917,126.996026,04:18.9
6976687,32028072,Shared room,,Dongsomun-dong 1(il)-ga,0,,1,1,23,1,37.59109,127.008342,56:24.4
3688817,18772491,Shared room,,Yongdu-dong,5,4.5,6,1,20,1,37.576887,127.038334,02:06.2
1048017,5746761,Shared room,,Dongsung-dong,7,5,4,1,19,1,37.580773,127.005599,54:57.3
6453747,9181390,Shared room,,Myeongnyun 2(i)-ga,0,,7,1,122,1,37.585793,126.997965,32:34.0
4421474,22951253,Shared room,,Myeong-dong 1(il)-ga,3,4.5,4,1,109,1,37.564533,126.985602,21:11.7
3632408,5414606,Shared room,,Euljiro 2(i)-ga,0,,4,1,43,1,37.565682,126.985261,24:47.3
3853526,19876378,Shared room,,Songhyeon-dong,0,,3,1,105,1,37.576674,126.981044,22:39.1
7011936,26449878,Shared room,,Yeonji-dong,1,,2,1,20,3,37.572037,127.000912,16:22.9
2212725,11287127,Shared room,,Sungin-dong,1,,16,1,26,1,37.575041,127.021333,37:35.0
7316760,31379385,Shared room,,Insa-dong,1,,1,1,18,1,37.572424,126.985791,39:02.2
2001138,10307456,Shared room,,Sinnae-dong,0,,2,1,31,1,37.605693,127.093758,07:38.1
12920047,6175346,Shared room,,Anam-dong 1(il)-ga,0,,6,1,12,,37.589214,127.02051,00:31.3
6173341,32028072,Shared room,,Dongsomun-dong 2(i)-ga,0,,1,1,22,1,37.589506,127.009128,13:10.8
9221326,34323383,Shared room,,Gahoe-dong,0,,16,1,42,1,37.58284,126.985285,40:58.0
7778091,39308679,Shared room,,Gahoe-dong,0,,16,1,45,1,37.581103,126.985531,34:05.0
4328967,22221469,Shared room,,Dapsipni-dong,0,,1,1,29,1,37.570041,127.049575,17:36.6
3273283,16548139,Shared room,,Cho-dong,15,4.5,4,1,22,1,37.563906,126.99152,52:37.4
6976866,32028072,Shared room,,Dongsomun-dong 2(i)-ga,0,,1,1,23,1,37.589301,127.009069,20:25.1
12280875,66172277,Shared room,,Gwancheol-dong,0,,4,1,122,1,37.569556,126.985121,44:47.8
12899800,66724978,Shared room,,Imun-dong,0,,1,1,18,1,37.594496,127.061143,13:10.9
12419589,66724978,Shared room,,Imun-dong,0,,1,1,20,1,37.59609,127.059614,20:32.0
12839802,66724978,Shared room,,Imun-dong,0,,1,1,18,1,37.596403,127.059793,00:30.1
4559311,20681913,Shared room,,Sungin-dong,13,5,6,1,12,1,37.578557,127.021545,40:20.1
12372753,66172277,Shared room,,Gwancheol-dong,0,,3,1,92,1,37.568607,126.984663,51:46.3
5898057,24091719,Shared room,,Jongno 3(sam)-ga,0,,4,1,70,1,37.570221,126.991848,36:20.4
6976722,32028072,Shared room,,Dongsomun-dong 4(sa)-ga,0,,1,1,23,1,37.591452,127.008705,02:01.1
2549898,9181390,Shared room,,Myeongnyun 3(sam)-ga,4,5,4,1,13,1,37.585413,126.996712,06:30.8
3836358,19759971,Shared room,,Gwansu-dong,16,4.5,6,1,11,1,37.56947,126.989979,52:42.5
6483600,18353527,Shared room,,Waryong-dong,0,,3,1,53,1,37.582808,126.997385,51:50.0
6665350,8444933,Shared room,,Sungin-dong,3,5,6,1,15,1,37.575056,127.019002,01:31.5
4445054,19759971,Shared room,,Janggyo-dong,38,4.5,6,1,11,1,37.568093,126.987878,31:24.4
3967454,19759971,Shared room,,Gwansu-dong,8,4.5,2,1,43,1,37.569474,126.990183,26:47.8
5146601,26565198,Shared room,,Myeongnyun 3(sam)-ga,2,,8,1,11,1,37.583259,126.996368,38:02.5
11898666,10958218,Shared room,,Gwansu-dong,0,,4,1,92,1,37.569528,126.991987,48:30.8
6561728,34323383,Shared room,,Gahoe-dong,0,,6,1,42,1,37.583492,126.985982,05:54.7
4979218,21212550,Shared room,,Ikseon-dong,5,4.5,6,1,14,2,37.573846,126.990234,17:59.7
6976913,32028072,Shared room,,Dongsomun-dong 1(il)-ga,0,,1,1,25,1,37.590942,127.008301,13:52.7
1233286,5746761,Shared room,,Dongsung-dong,11,5,4,1,19,1,37.580569,127.004036,00:10.5
8215846,39308679,Shared room,,Gahoe-dong,0,,16,1,46,1,37.58295,126.985453,28:07.3
4681275,20681913,Shared room,,Sungin-dong,9,4.5,6,1,12,1,37.574727,127.020011,31:02.4
3771978,19333663,Shared room,,Dapsipni-dong,0,,4,1,53,2,37.565763,127.059198,05:50.4
4247105,21921379,Shared room,,Sanggye-dong,0,,1,1,92,1,37.674843,127.052098,33:26.1
9139139,26565198,Shared room,,Myeongnyun 2(i)-ga,1,,6,1,13,1,37.583867,126.999549,02:49.5
12899879,66724978,Shared room,,Imun-dong,0,,1,1,18,1,37.595781,127.059532,47:20.6
7609708,5469253,Shared room,,Euljiro 7(chil)-ga,12,4.5,6,1,13,1,37.566078,127.009961,09:25.7
11322430,58162814,Shared room,,Changsin-dong,1,,4,1,24,1,37.572347,127.013559,15:23.9
8358155,32028072,Shared room,,Donam-dong,0,,4,1,103,1,37.597955,127.019486,51:22.5
12768672,58162814,Shared room,,Changsin-dong,0,,4,1,24,1,37.572658,127.013727,03:43.7
2793879,8371068,Shared room,,Ssangmun-dong,2,,3,1,39,1,37.656832,127.030881,00:03.4
428728,1656863,Shared room,,Myeongnyun 2(i)-ga,41,4.5,6,1,10,1,37.584995,126.997378,42:31.6
8358387,32028072,Shared room,,Dongseon-dong 5(o)-ga,0,,2,1,60,1,37.596773,127.017983,52:19.8
8358445,32028072,Shared room,,Donam-dong,0,,2,1,70,1,37.59805,127.020091,55:15.7
11552544,6175346,Shared room,,Anam-dong 2(i)-ga,5,4.5,4,1,12,2,37.587196,127.021379,22:41.8
5352972,26936340,Shared room,,Chang-dong,0,,2,1,12,3,37.632821,127.042562,56:17.2
12459679,65735916,Shared room,,Gireum-dong,2,,4,1,43,1,37.608953,127.023816,33:58.8
829225,4116397,Shared room,,Nogosan-dong,40,4.5,4,1,20,1,37.55574,126.942785,33:23.5
10107790,51269828,Shared room,,Hapjeong-dong,0,,5,1,105,1,37.5494,126.910588,45:49.4
9501887,33170671,Shared room,,Yeoksam-dong,1,,1,1,32,1,37.501911,127.043793,36:27.3
3784514,18772491,Shared room,,Yongdu-dong,12,4.5,4,1,20,1,37.577756,127.036761,28:17.9
10244349,49520508,Shared room,,Sinsa-dong,1,,3,1,19,,37.521986,127.024501,23:46.5
9359513,48470659,Shared room,,Yeonnam-dong,2,,2,1,26,1,37.562191,126.92654,34:35.2
12917197,5627970,Shared room,,Nonhyeon-dong,0,,3,1,57,1,37.510203,127.023915,16:52.4
3273116,16548139,Shared room,,Chungmuro 3(sam)-ga,5,4.5,6,1,20,1,37.562257,126.992756,42:05.4
2886642,14749086,Shared room,,Cheongdam-dong,0,,16,1,60,1,37.526534,127.05086,03:34.5
7939408,37624210,Shared room,,Cheongdam-dong,5,4.5,1,1,22,1,37.523807,127.039566,43:34.4
12686173,67395638,Shared room,,Sajik-dong,1,,3,1,53,1,37.577221,126.967563,39:33.5
10297890,24221128,Shared room,,Samseong-dong,0,,6,1,180,1,37.51813,127.063404,12:43.0
5147370,26613249,Shared room,,Hwigyeong-dong,8,4.5,8,1,22,1,37.59387,127.066826,59:43.0
11213409,58413780,Shared room,,Nonhyeon-dong,0,,4,1,332,1,37.507063,127.032229,40:14.5
12419979,66724978,Shared room,,Imun-dong,0,,1,1,20,1,37.594765,127.060633,18:03.6
9054305,46981096,Shared room,,Hyehwa-dong,0,,6,1,174,1,37.591686,127.001121,10:51.5
10107199,51269828,Shared room,,Hapjeong-dong,0,,6,1,130,1,37.551452,126.908951,23:54.1
12419765,66724978,Shared room,,Imun-dong,0,,1,1,18,1,37.595075,127.059317,46:45.5
2054266,10516939,Shared room,,Seogyo-dong,4,4.5,15,1,15,1,37.553795,126.924031,07:05.1
9670428,49769484,Shared room,,Donggyo-dong,2,,2,1,18,1,37.557598,126.929784,47:59.9
1726509,8746080,Shared room,,Mullae-dong 3(sam)-ga,42,4.5,8,1,12,1,37.514035,126.895935,21:02.2
8008577,19759971,Shared room,,Euljiro 3(sam)-ga,24,4,6,1,11,1,37.566528,126.992746,15:46.5
11073690,56182534,Shared room,,Sangdo 1(il)-dong,0,,3,1,50,1,37.50727,126.95168,19:29.8
10245401,49520508,Shared room,,Sinsa-dong,1,,4,1,21,,37.52228,127.025336,23:59.0
13083822,8155094,Shared room,,Yeoksam-dong,0,,2,1,36,1,37.493404,127.031602,52:00.9
4472219,19759971,Shared room,,Gwancheol-dong,3,4.5,4,1,61,1,37.56942,126.986786,10:38.1
11263354,55348732,Shared room,,Samseong-dong,1,,5,1,22,1,37.506001,127.049443,33:38.4
12764674,27308862,Shared room,,Yeoksam-dong,0,,1,1,20,1,37.508381,127.042541,14:04.3
12529179,15711308,Shared room,,Seogyo-dong,0,,4,1,18,1,37.554476,126.924974,20:40.9
5339975,27506956,Shared room,,Jayang-dong,1,,1,1,25,1,37.533503,127.087135,28:47.2
3357894,4401083,Shared room,,Yeonnam-dong,44,5,4,1,21,1,37.563213,126.923375,59:19.4
12899568,66724978,Shared room,,Imun-dong,0,,1,1,20,1,37.596309,127.060132,36:15.7
10245133,49520508,Shared room,,Sinsa-dong,1,,1,1,20,,37.522238,127.024838,39:13.5
9499689,6768967,Shared room,,Nogosan-dong,0,,3,1,62,1,37.552309,126.93629,11:58.3
12692213,67395638,Shared room,,Sajik-dong,0,,6,1,23,1,37.576128,126.967412,37:16.9
8769106,24056931,Shared room,,Nogosan-dong,0,,2,1,14,1,37.554534,126.936055,10:12.0
6561210,31627642,Shared room,,Itaewon-dong,4,5,1,1,19,1,37.536412,126.990926,55:08.2
3864497,15143113,Shared room,,Itaewon-dong,2,,4,1,15,1,37.533704,126.9929,09:35.6
5538608,22261535,Shared room,,Seogyo-dong,1,,1,1,9,1,37.556164,126.918472,16:12.6
10710199,55348732,Shared room,,Samseong-dong,0,,6,1,22,1,37.507079,127.049636,41:45.3
9759290,50330071,Shared room,,Yeonnam-dong,1,,1,1,20,1,37.560839,126.919036,48:16.7
13083489,72591536,Shared room,,Seongsan-dong,0,,4,1,18,1,37.565546,126.907163,45:51.0
12879503,27308862,Shared room,,Yeoksam-dong,1,,1,1,21,1,37.507027,127.041799,27:17.1
8212109,42958231,Shared room,,Dongja-dong,0,,2,1,50,1,37.552321,126.974833,31:42.8
12219755,22288334,Shared room,,Seongsu-dong 1(il)-ga,0,,1,1,13,1,37.541799,127.047083,38:43.5
9878511,49769484,Shared room,,Seogyo-dong,2,,3,1,18,1,37.555913,126.928857,21:10.6
9502385,33170671,Shared room,,Yeoksam-dong,3,4.5,1,1,33,1,37.500709,127.043512,43:07.7
8398891,43663625,Shared room,,Namsan-dong 3(sam)-ga,0,,3,1,72,1,37.56024,126.987471,12:41.3
6824614,26038362,Shared room,,Donggyo-dong,4,5,4,1,18,1,37.558229,126.924758,32:57.4
9121409,14749086,Shared room,,Cheongdam-dong,0,,2,1,102,1,37.526338,127.049767,58:48.7
12157087,10003591,Shared room,,Yeonnam-dong,0,,4,1,20,1,37.561098,126.920877,53:15.3
7848814,41024516,Shared room,,Singongdeok-dong,3,4.5,6,1,14,1,37.542653,126.95338,52:38.7
8122781,41974491,Shared room,,Migeun-dong,1,,6,1,11,1,37.562595,126.967454,28:06.5
1370024,7429855,Shared room,,Hoehyeon-dong 1(il)-ga,11,5,2,1,33,3,37.559728,126.980074,53:00.6
12266049,8269812,Shared room,,Haengdang-dong,0,,1,1,18,1,37.556829,127.035627,21:26.2
6786001,7708621,Shared room,,Malli-dong 1(il)-ga,3,2.5,3,1,20,1,37.556889,126.967892,48:17.0
11128028,57576408,Shared room,,Chungmuro 2(i)-ga,1,,1,1,20,1,37.560824,126.985315,24:15.1
13175561,56199179,Shared room,,Itaewon-dong,0,,2,1,70,1,37.535107,126.990276,12:12.8
728951,3785117,Shared room,,Itaewon-dong,24,4,16,1,13,1,37.535736,126.992732,10:18.2
11627683,49305191,Shared room,,Jangchung-dong 1(il)-ga,0,,6,1,28,1,37.56251,127.008931,50:49.9
12601654,27929832,Shared room,,Changcheon-dong,0,,2,1,53,14,37.557117,126.939672,52:13.0
4123082,4401083,Shared room,,Yeonnam-dong,11,5,4,1,21,2,37.563225,126.922862,44:31.5
4873851,24682306,Shared room,,Itaewon-dong,5,4,6,1,14,1,37.533301,126.992642,37:20.0
4123902,6006347,Shared room,,Sinsu-dong,1,,2,1,79,1,37.548722,126.939104,56:48.9
12745930,64239961,Shared room,,Gaebong-dong,0,,1,1,18,1,37.493543,126.850956,43:03.8
7704517,35267199,Shared room,,Dohwa-dong,1,,6,1,16,2,37.540509,126.953933,42:06.4
4640908,23111832,Shared room,,Mangwon-dong,1,,4,1,25,1,37.554387,126.906382,24:50.6
12899645,66724978,Shared room,,Imun-dong,0,,1,1,18,1,37.594491,127.061177,07:09.4
4047793,4401083,Shared room,,Yeonnam-dong,33,5,4,1,21,1,37.563477,126.922852,09:22.4
10079472,10311730,Shared room,,Yeonnam-dong,3,5,6,1,15,1,37.563492,126.921098,25:56.6
13057849,51284937,Shared room,,Yeoksam-dong,0,,8,1,10,1,37.496243,127.034502,11:24.3
9279059,25668512,Shared room,,Donggyo-dong,2,,4,1,26,1,37.556913,126.925452,50:54.0
12977324,71435574,Shared room,,Mok-dong,0,,2,1,30,1,37.546154,126.872211,48:40.4
5953999,4401083,Shared room,,Yeonnam-dong,7,4.5,5,1,18,1,37.562988,126.921551,29:52.4
12345708,26736570,Shared room,,Hwigyeong-dong,0,,1,1,30,1,37.590231,127.057604,13:01.6
6786953,6735364,Shared room,,Jungnim-dong,2,,6,1,14,1,37.559167,126.968165,22:18.3
10090760,41974491,Shared room,,Hap-dong,0,,6,1,88,1,37.561724,126.965901,35:01.1
1977029,4401083,Shared room,,Yeonnam-dong,17,4.5,4,1,22,2,37.562256,126.92332,33:34.3
2984262,15143113,Shared room,,Itaewon-dong,54,4.5,4,1,15,1,37.534429,126.992231,13:48.2
6294991,32378654,Shared room,,Itaewon-dong,3,5,4,1,21,1,37.531492,126.993681,48:51.9
9801706,49713544,Shared room,,Seogyo-dong,7,5,6,1,18,1,37.555403,126.926221,30:16.6
9977649,51269828,Shared room,,Hapjeong-dong,0,,3,1,74,1,37.550806,126.907962,58:22.9
9977990,50330071,Shared room,,Yeonnam-dong,1,,1,1,20,1,37.562903,126.921116,20:25.5
11263873,55348732,Shared room,,Samseong-dong,1,,4,1,22,1,37.505968,127.049005,05:56.8
